代號,除息日,息值(元),前一日收盤價,除息參考價,20日後收盤價,60日後收盤價,120日後收盤價,240日後收盤價,20日最高價,60日最高價,120日最高價,240日最高價,industry,RSI10,RSI14,MOM5,MOM10,new_h_5,new_h_10,new_h_20,new_h_60,new_l_5,new_l_10,new_l_20,new_l_60,above_MA5,above_MA10,above_MA20,above_MA60,MA5>10,MA10>20,MA20>60,Bias5_P,Bias10_P,Bias20_P,Bias60_P,Bias5_V,Bias10_V,Bias20_V,Bias60_V,ROC_II_20,PE_level,ROE,DPR,dividend_yield,20日內填息,60日內填息,120日內填息,240日內填息,20日內位階,60日內位階,120日內位階,240日內位階,20日填息率,60日填息率,120日填息率,240日填息率,20日內賺錢,60日內賺錢,120日內賺錢,240日內賺錢,20日不設限填息率,60日不設限填息率,120日不設限填息率,240日不設限填息率
4730,2018-07-02,1.0,14.59,13.59,16.28,12.84,12.29,12.52,18.14,18.14,18.14,18.14,2,31.718749438669796,33.49679382707311,0.28999999999999915,-0.9100000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006952627857647805,-0.011281457911483939,-0.044717719396310786,-0.08856573988480411,-0.5616438356164384,-0.5969773299748111,-0.4988253719655443,-0.16193801833260577,-9.5772482705611,5,3.22,0.29585798816568043,0.058513750731421885,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
4706,2018-07-02,1.1,17.19,16.09,17.46,17.46,15.96,17.28,17.76,17.76,17.76,17.76,2,36.76076507782785,39.73732581207113,-0.15000000000000213,-0.1999999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052859202306583105,-0.006479481641468722,-0.0063602544101764545,-0.010910249263359127,1.1186440677966103,0.8337408312958435,1.4,1.9585798816568045,-0.48033027668612505,5,1.71,0.7801418439716312,0.053140096618357495,0,0,0,0,0,0,-1,0,0.24545454545454504,0.24545454545454504,0.0,0.08181818181818168,1,1,0,1,0.24545454545454504,0.24545454545454504,-1.0,0.08181818181818168
5272,2018-07-02,1.5,27.65,26.15,26.0,20.0,19.6,19.1,28.7,28.7,28.7,28.7,3,44.88870434634259,43.78487951332472,0.14999999999999858,-0.9000000000000021,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01391304347826082,-0.007659574468085167,-0.026548672566371737,-0.06921050530853362,1.1444201312910283,-0.014084507042253577,0.1193603655054255,0.4831630722663639,-9.445958219800188,4,0.28,1.5789473684210524,0.051457975986277875,0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0
5353,2018-07-02,0.6,12.44,11.84,13.31,12.36,12.69,14.43,13.48,13.94,13.94,16.17,3,50.061142246348524,52.27440521275862,-0.45000000000000107,-0.09999999999999964,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-0.008894536213468906,-0.015772870662460588,-0.007791381777707128,0.05762711864406778,-0.6777862016679302,-0.8162956559325697,-0.7812660833762224,-0.6374364625173284,-41.0,4,2.5,0.6593406593406593,0.038461538461538464,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
2404,2018-07-02,6.0,59.9,53.9,57.91,59.0,67.98,124.08,59.9,63.27,68.22,138.82,3,51.13722399246685,52.161026800355806,-1.1999999999999886,-1.5999999999999943,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.0015082956259428134,-0.007325459709971495,0.003096910642797897,0.01736465781409612,0.9521837349397592,0.6798963226956098,1.243617481609693,2.319344169008073,-0.09048579561520276,5,5.93,1.1235955056179776,0.09036144578313252,0,0,1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,0,0,1,1,-0.331666666666667,-0.14999999999999977,1.0,1.0
6196,2018-07-02,2.48,62.24,59.760000000000005,65.0,53.22,45.45,45.63,69.47,69.47,69.47,69.47,3,44.29063546888719,47.92064520864842,-2.0999999999999943,-3.799999999999997,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.003863134657836465,-0.018221376121838422,-0.042503812744512925,0.07081942899517989,0.17572920417716967,-0.03445216619843258,-0.45052170986199935,-0.7095626389918458,-2.3513148588696686,5,4.02,0.5450549450549451,0.03434903047091412,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
3003,2018-07-02,1.8,44.7,42.900000000000006,42.73,40.63,38.66,36.91,45.69,49.18,49.18,49.18,3,27.668084666404706,33.40774205533592,-1.6999999999999957,-3.3999999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.012605042016806657,-0.03418643751167565,-0.048758049678012824,-0.038497303328993815,2.2075962539021856,2.6158357771260996,1.6851045296167246,1.505248899424314,-12.725779967159278,4,3.41,0.5825242718446602,0.03481624758220503,0,1,1,1,-1,1,1,1,0.0,1.0,1.0,1.0,0,1,1,1,-1.0,1.0,1.0,1.0
2012,2018-07-02,0.75,15.61,14.86,15.12,16.51,15.89,19.33,15.94,17.0,17.0,20.59,2,50.129255540798255,49.70055128419022,0.10000000000000142,-0.04999999999999716,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.005063291139240578,0.002272153496591838,-0.0007550969041026145,-0.007458644110171179,0.9393939393939394,1.2857142857142858,0.7262306136210384,-0.3944172843400095,-1.4507422402159298,5,2.9,0.5725190839694656,0.03778337531486146,0,1,1,1,-1,1,1,1,0.0,1.0,1.0,1.0,0,1,1,1,-0.6533333333333337,1.0,1.0,1.0
1710,2018-07-02,1.75,28.51,26.76,29.93,31.07,23.98,23.61,31.58,31.81,33.22,33.22,2,57.98038128914575,54.95344864588078,0.5,1.3999999999999986,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0154320987654321,0.02476249805326268,0.017788089713843734,0.016451687649648522,1.3357173204928479,1.5215962082409604,1.398080663043676,0.28809918969052034,0.021019019976997733,4,3.14,0.6410256410256411,0.05319148936170213,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
1580,2018-07-02,8.0,116.44,108.44,117.6,113.43,94.25,95.5,120.94,121.77,121.77,121.77,3,49.856671586348654,48.117312975628195,4.0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.009265387160820687,0.010938017898574744,-0.006676437062367692,-0.018450976185367948,-0.12935323383084582,-0.09090909090909091,0.04321907600596134,-0.08096280087527358,-2.860508206846424,5,7.1,0.7626310772163966,0.05245901639344262,0,0,0,0,0,-1,-1,-1,0.14499999999999957,0.0,0.0,0.0,1,0,0,0,0.14499999999999957,-0.37624999999999886,-1.0,-1.0
2308,2018-07-02,5.0,96.5,91.5,99.74,109.89,121.9,146.37,100.2,115.44,123.28,154.68,3,43.29858639730098,43.13416675767883,-1.0,-4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008287292817679611,-0.006802721088435374,-0.02362906821221578,-0.04727378190255221,0.08360486370499885,0.09809132640734473,0.05681289722523636,-0.10295069024879659,-2.7137436551773697,4,2.58,0.7987220447284346,0.045662100456621,0,1,1,1,0,1,1,1,0.647999999999999,1.0,1.0,1.0,1,1,1,1,0.647999999999999,1.0,1.0,1.0
4155,2018-07-02,1.52,22.02,20.5,21.72,20.5,20.34,23.07,22.5,22.5,22.94,24.94,2,51.28710137673798,49.10278340716645,-0.20000000000000284,0.8499999999999979,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0013623978201633376,0.010482900842069025,0.0016182607955028889,-0.027241645527737994,0.9547872340425532,0.6315205327413985,0.38613861386138615,0.014142807864781039,-32.14007782101167,3,2.43,0.7414634146341462,0.05170068027210885,0,0,0,1,-1,-1,-1,1,0.0,0.0,0.0,1.0,0,0,0,1,-0.19736842105263205,-0.9999999999999997,-1.0,1.0
3373,2018-07-02,0.3,14.51,14.209999999999999,14.79,14.06,13.05,14.03,14.83,14.83,14.83,14.83,2,53.38956507530976,53.08818886248679,0.10000000000000142,0.1999999999999993,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-0.0021869874248222607,0.0030228084638636832,0.004679328378750332,0.006757688594676585,-0.4157303370786517,-0.40976163450624287,-0.47474747474747475,-0.3446754883427851,0.995024875621886,5,1.49,1.2,0.01643835616438356,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
8083,2018-07-02,8.5,112.97,104.47,114.66,115.93,109.16,128.62,115.09,117.62,117.62,132.43,2,47.42188037816444,49.57217175835738,-1.0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,-0.006298110566829991,-0.0031590031590031592,-0.003858295334970186,0.005606373561522573,0.13387978142076498,0.5779467680608364,0.812227074235808,1.8522336769759449,-30.886608787161272,5,8.18,0.9371554575523704,0.05985915492957746,0,0,0,1,0,0,-1,1,0.19882352941176443,0.348235294117648,0.0,1.0,1,1,0,1,0.19882352941176443,0.348235294117648,-0.44823529411764734,1.0
8923,2018-07-02,0.9,12.94,12.04,13.15,12.77,12.13,12.98,13.58,13.58,13.58,14.17,0,56.789389321996055,55.92224070921598,0.04999999999999716,0.14999999999999858,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.007485963817841387,0.007485963817841453,0.010006253908692841,0.02242152466367703,0.2727272727272727,0.14754098360655746,0.16182572614107876,0.08949416342412454,3.9044289044289027,4,1.01,0.7258064516129031,0.05572755417956657,0,0,0,1,0,-1,-1,1,0.23333333333333428,0.0,0.0,1.0,1,0,0,1,0.23333333333333428,-0.1888888888888888,-0.8999999999999986,1.0
5305,2018-07-20,1.6,37.76,36.16,32.7,23.05,24.97,33.2,39.25,39.25,39.25,39.25,3,43.98816948685732,46.17395997926865,-1.2000000000000028,0.04999999999999716,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.012723845428840697,-0.006049104495314935,-0.029249927599189138,0.01313774482147173,-0.032276723739009694,-0.22739447677103541,-0.6030512616706013,-0.5842979074091713,-8.609694270894352,4,3.59,0.8333333333333334,0.03818615751789976,0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0
3206,2018-07-20,1.0,16.86,15.86,16.73,16.65,18.15,22.42,17.08,18.39,20.21,22.94,3,68.4896768887009,65.25716548355422,0.3999999999999986,1.5500000000000007,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.015625000000000066,0.02848101265822787,0.03774660736686055,0.049596309111880045,0.6991869918699187,0.7563025210084033,1.1821978595666927,1.2610890732059141,9.433962264150942,5,3.89,0.7142857142857143,0.04395604395604396,0,1,1,1,-1,1,1,1,0.0,1.0,1.0,1.0,0,1,1,1,-0.129999999999999,1.0,1.0,1.0
1587,2018-07-20,0.44,16.07,15.63,15.81,16.28,15.22,15.94,18.43,18.43,18.43,18.43,2,59.28649715828562,53.89657248419512,0.5500000000000007,0.9499999999999993,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0247629083245521,0.03955104222340992,0.022339027595269345,-0.00841192964567937,1.3364485981308414,0.557632398753894,0.3831258644536653,-0.35511607910576093,4.149324861000792,5,0.25,-14.666666666666664,0.02262210796915167,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
3338,2018-07-20,0.3,17.87,17.57,17.23,19.31,32.3,59.34,18.85,23.56,32.67,62.56,3,34.26874879783497,37.37167386566513,-0.34999999999999787,-0.14999999999999858,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.02003910068426198,-0.013044548363278322,-0.034549175394245776,-0.03744599135861734,0.6923076923076923,0.21996303142329018,0.04678826328310869,-0.4195250659630607,35.01683501683499,5,3.73,1.0000000000000002,0.014962593516209476,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
8931,2018-07-20,0.9,19.66,18.76,19.23,19.06,20.86,22.69,20.51,20.51,21.37,23.08,2,39.6305661048261,40.20796959890816,-0.5,0.04999999999999716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006237006237006326,-0.00973689662316145,-0.01888341543513963,-0.04907161803713534,1.8280542986425337,3.084967320261438,3.699248120300752,2.8540596094552932,-6.400000000000006,5,2.65,0.7894736842105262,0.03765690376569038,0,0,1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,0,0,1,1,-0.47777777777777747,-0.6666666666666682,1.0,1.0
3689,2018-07-20,2.3,30.79,28.49,25.88,21.61,23.54,24.53,30.97,30.97,30.97,30.97,3,73.0526415554598,66.40982958804696,2.700000000000003,2.950000000000003,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.03899800740108162,0.059968055757223804,0.06959706959706964,0.049302860428345564,3.2360820426956884,5.183929117018026,7.139955761109993,7.458591627777391,-22.335362479247365,4,0.69,0.9465020576131686,0.06301369863013698,0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0
3265,2018-07-20,1.3,25.34,24.04,26.03,20.19,18.64,21.69,27.62,31.09,31.09,31.09,3,44.17114462735446,41.81163159275048,0.8500000000000014,0.75,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.008183306055646482,0.02003642987249547,-0.013294890277110349,-0.09932741982649378,0.6108247422680414,0.23395853899308985,0.2184720360667722,-0.344720632563016,-12.314048517241162,4,3.19,0.23214285714285718,0.04220779220779221,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
9917,2018-07-20,4.0,74.9,70.9,75.33,74.73,74.55,77.5,76.81,77.5,77.5,77.67,0,60.71003885678149,58.51029768232606,0.29999999999999716,0.5,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0.006898086337338725,0.006114508060033336,0.008525101688304459,0.012719609086500796,1.0278246205733559,1.4987012987012986,2.117303953337654,2.1105841776244882,1.0660513449544773,5,4.58,0.9237875288683602,0.04419889502762431,0,0,0,0,0,-1,-1,0,0.10749999999999815,0.0,0.0,0.6499999999999986,1,0,0,1,0.10749999999999815,-0.042500000000000426,-0.08750000000000213,0.6499999999999986
2340,2018-07-20,1.35,26.17,24.82,22.71,16.62,18.14,24.41,27.64,27.64,27.64,27.64,3,46.66829020580975,48.14725038210925,0.25,1.2000000000000028,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.004447739065974833,0.010063361908311653,-0.044597214877489806,0.05365474339035775,0.11213346703544948,0.04297458314602681,-0.38125716527805875,-0.010316051658707427,-37.65083900060642,5,2.06,1.007462686567164,0.04981549815498155,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
1225,2018-07-20,1.25,80.95,79.7,75.25,64.12,67.68,63.21,82.09,82.45,82.45,82.45,2,65.19637874840188,67.89736050471899,0.09999999999999432,6.799999999999997,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-0.0015531395606833878,0.011235955056179758,0.04226983207874927,0.11875362559045329,0.0964912280701754,-0.7630331753554502,-0.7331910352187834,-0.7188378631677601,14.003819223424575,5,2.36,1.0869565217391304,0.013888888888888888,0,1,1,1,-1,1,1,1,0.0,1.0,1.0,1.0,0,1,1,1,-1.0,1.0,1.0,1.0
8222,2018-07-23,0.3,17.21,16.91,17.03,16.41,15.61,19.44,18.73,18.73,18.73,21.61,3,34.05297177115275,36.01436598280576,-0.3500000000000014,-0.25,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.02116402116402109,-0.01569566374035649,-0.018176993498739562,-0.06561723978281915,0.17994100294985255,0.6293279022403259,0.47465437788018433,-0.7470222409613155,3.8905775075987803,5,2.42,0.5172413793103448,0.016216216216216217,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
8432,2018-07-23,2.1,71.8,69.7,77.07,73.79,67.16,63.9,83.34,83.34,83.34,83.34,2,53.182697165860816,54.86358902576306,-1.6000000000000085,0.3999999999999915,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-0.011457825450999486,-0.011939571150097548,0.01724678582627774,0.07497901294569867,0.5267576075550893,0.3804554079696394,0.8176139912554654,0.14162416633974104,27.7090363704537,4,0.52,1.1111111111111112,0.02589395807644883,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
2458,2018-07-23,2.58,53.54,50.96,57.58,48.73,63.56,66.61,58.36,61.97,69.66,81.44,3,48.36005634373973,50.287714767041,-1.6999999999999957,0.20000000000000284,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.01918559122944395,-0.010272619517977062,-0.016296878067936355,0.046475195822454345,0.06973110228530496,0.06973110228530496,-0.47557413938939336,-0.025968732786111743,9.81041860989109,4,5.05,0.8403908794788274,0.05149700598802395,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
2049,2018-07-23,3.5,257.84,254.33999999999997,229.86,184.15,187.2,233.35,275.14,275.14,275.14,275.14,2,39.02259403179681,38.42552749518156,-42.5,-28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03780601177564298,-0.0425531914893617,-0.07801944918714275,-0.2214467800576706,-0.18129942937230953,0.00962962962962963,0.297755349789341,0.5303525537064298,-19.04113977844608,3,8.17,0.2188868042526579,0.011272141706924315,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
5425,2018-07-23,2.98,71.62,68.64,62.34,42.17,47.82,47.02,76.76,76.76,76.76,76.76,3,42.6953441793183,45.98877142452309,-7.0,-5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.028651292802236286,-0.03928118880313323,-0.043797294198578245,0.03245507252357281,-0.029821717990275526,-0.10872219409785293,-0.3948767715978246,-0.3343218297067873,-3.3164881922350786,5,4.52,0.7487437185929647,0.035731414868105514,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
5483,2018-07-23,3.0,96.96,93.96,78.09,55.4,54.19,77.83,99.56,99.56,99.56,99.56,3,46.982148161086954,45.75152588106874,0.5,-2.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.007005253940455316,0.0030527692978630614,-0.017723681400811448,-0.09980430528375733,0.5591148802736602,0.024695261179611436,-0.1364585029381726,-0.46775091156247434,-8.128742204819018,5,5.92,0.5758157389635317,0.02608695652173913,0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,-1.0,-1.0,-1.0,-1.0
5515,2018-07-23,0.5,9.5,9.0,9.68,9.16,8.35,9.38,9.98,10.33,10.33,10.33,2,43.80068204684242,44.24410594281657,0.05000000000000071,0.09999999999999964,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0008688097306691192,0.0017421602787456693,-0.012027491408934705,-0.021762245693627273,0.109579600275672,0.09747784594410369,0.033707865168539325,-0.17947846768028541,-3.32833269371664,5,1.64,0.6578947368421053,0.043478260869565216,0,1,1,1,0,1,1,1,0.35999999999999943,1.0,1.0,1.0,1,1,1,1,0.35999999999999943,1.0,1.0,1.0
5520,2018-07-23,1.2,23.33,22.13,23.78,23.87,22.6,23.33,23.95,24.8,24.8,24.8,2,61.31416549500908,57.31499337415633,0.10000000000000142,0.25,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0029175784099198343,0.0045662100456621,0.005668312305723182,0.0025824092359106807,1.9166666666666665,2.3333333333333335,2.414634146341464,1.1649484536082473,19.999999999999996,5,0.76,1.4634146341463412,0.04363636363636363,0,1,1,1,0,1,1,1,0.3750000000000024,1.0,1.0,1.0,1,1,1,1,0.3750000000000024,1.0,1.0,1.0
3491,2018-07-23,3.85,64.06,60.21,58.05,60.49,64.78,78.39,65.11,65.11,68.89,91.16,3,54.037564604326285,55.64450017727564,0.19999999999998863,2.3999999999999915,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,-0.019343780607247778,0.003885198646446863,0.02227043583689612,0.10905986061752887,-0.5445838084378564,-0.1510436593971858,0.4174178437078571,1.5928330303817189,19.528729167283366,5,4.61,1.305084745762712,0.04806491885143571,0,0,1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,0,0,1,1,-1.0,-0.9272727272727274,1.0,1.0
5009,2018-07-23,0.31,14.86,14.549999999999999,15.08,14.99,16.74,17.22,15.47,16.0,17.0,21.2,2,6.940310738822751,9.76443022333306,-0.5999999999999979,-1.3000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013120365088419876,-0.031083730047605677,-0.060420909708078716,-0.0842927087468572,0.10515392597717044,0.12164296998420213,-0.0646270950742882,-0.15830607450988995,-11.782006645363353,5,0.7,1.107142857142857,0.01791907514450867,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
3131,2018-07-23,10.0,123.14,113.14,112.36,94.83,95.28,125.84,126.29,126.29,126.29,128.09,3,60.4375175561557,55.63527922980492,4.5,6.5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.011699931176875351,0.037037037037037035,0.029231577104848593,-0.008041387842321317,2.183023872679045,2.7383177570093458,3.6783625730994154,2.4985422740524785,-16.9224256535083,4,3.76,0.8368200836820084,0.06802721088435375,0,0,0,0,-1,-1,-1,0,0.0,0.0,0.0,0.2700000000000003,0,0,0,1,-1.0,-1.0,-1.0,0.2700000000000003
2613,2018-07-23,0.33,10.96,10.63,11.12,10.94,11.26,12.3,11.26,11.3,11.43,14.0,2,50.21890478322237,48.138290650962624,0.09999999999999964,0.29999999999999893,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.002386634844868684,0.0063897763578274255,0.0009930486593842745,-0.013183657485967927,1.4522292993630574,0.7990654205607478,0.08146067415730333,0.13069016152716603,25.86206896551724,4,1.27,0.44,0.02619047619047619,0,1,1,1,0,1,1,1,0.48484848484847987,1.0,1.0,1.0,1,1,1,1,0.48484848484847987,1.0,1.0,1.0
2412,2018-07-23,4.8,95.03,90.23,95.3,95.3,95.74,100.2,95.74,98.41,100.64,101.53,3,53.98881151952468,54.856553481261706,0.0,-0.5,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,-0.001790510295434224,-0.0031291908806437194,0.00405222872579919,0.010192525481313703,0.9038998496517444,1.0537516962896765,0.9195965908212038,0.5921006491562678,1.608160060755015,5,2.63,0.9937888198757764,0.043049327354260085,0,0,1,1,0,0,1,1,0.056249999999999176,0.056249999999999176,1.0,1.0,1,1,1,1,0.056249999999999176,0.056249999999999176,1.0,1.0
2324,2018-07-23,1.2,14.32,13.120000000000001,14.47,13.32,13.51,15.86,14.81,14.85,14.85,15.86,3,70.07156105814693,63.21077627972286,0.45000000000000284,1.0500000000000007,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.010692464358452364,0.024251805985552186,0.031972965947491626,0.014394003917894622,0.47895692918866606,0.779854939217489,0.8873013637791521,0.8260805768666414,1.7137586885597855,5,2.12,0.6629834254143646,0.06045340050377833,0,0,0,1,0,-1,-1,1,0.1250000000000003,0.0,0.0,1.0,1,0,0,1,0.1250000000000003,-0.8333333333333334,-0.6750000000000005,1.0
3545,2018-07-23,0.51,30.66,30.15,30.13,25.89,29.88,29.02,31.98,33.64,36.89,36.89,3,37.28877335626807,38.61646897830318,0.25,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003548895899053622,-0.005470887065259875,-0.02723363592928812,-0.04939770286674763,0.16879511382565252,-0.15444868447479415,-0.16429563951564877,-0.33136277407685183,-16.38459609773889,3,0.74,-25.49999999999998,0.020039292730844795,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
3380,2018-07-23,1.0,19.28,18.28,15.19,12.41,16.5,18.79,19.55,19.55,19.55,19.55,3,58.50954838966197,58.12240852773627,0.1999999999999993,0.8499999999999979,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0031277926720284506,0.019759255053372657,0.037430683918669105,0.07010923535253223,0.0678095238095238,0.44053859595025185,0.6568641938820747,0.9809187279151943,6.053845307294425,5,-1.53,11.111111111111109,0.044543429844097995,0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,-1.0,-1.0,-1.0,-0.490000000000002
1734,2018-07-23,0.2,21.02,20.82,20.09,18.81,19.5,19.5,21.37,21.37,21.37,21.37,2,42.46376440623815,43.083467212018,-0.25,0.05000000000000071,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.019116977696859428,-0.007826887661141785,-0.008511617207269347,-0.03352393766117274,0.038034865293185394,0.30413140866102534,0.33265513733468977,0.016357406090385877,-10.23925906869051,4,-0.93,0.6666666666666666,0.009280742459396751,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
2906,2018-07-23,0.4,10.02,9.62,9.6,9.14,9.28,10.95,10.07,10.07,10.07,10.95,2,50.898701743975174,50.131046964295464,0.09999999999999964,0.25,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.01265822784810132,0.012658227848101205,-0.010819165378670854,0.009463722397476273,0.8857938718662952,1.5242356450410144,0.05806048292568567,0.1584531143052704,-4.780175859312541,5,1.3,1.2500000000000002,0.03571428571428572,0,0,0,1,-1,-1,-1,1,0.0,0.0,0.0,1.0,0,0,0,1,-1.0,-1.0,-1.0,1.0
8472,2018-07-23,1.0,22.81,21.81,24.18,19.44,18.07,23.08,25.95,25.95,25.95,28.26,3,42.33323573225171,39.11867150993152,0.9499999999999993,-1.1999999999999993,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.01943597560975616,0.012873911397198037,-0.024345764566426543,-0.09337400440603287,1.7777777777777777,1.121212121212121,1.4734982332155477,1.064896755162242,-1.7788572750404796,3,-0.65,0.8,0.037383177570093455,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
1540,2018-07-24,0.6,12.44,11.84,13.03,13.33,13.5,18.97,13.29,15.03,15.03,20.04,2,37.393472858698495,41.65663797297253,-0.3000000000000007,-0.6500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.015493867010974835,-0.020552344251766233,-0.02462424048608891,-0.00375632859709293,0.7857142857142857,1.7462121212121213,1.1953065859197578,0.4565544952285284,-10.629921259842522,5,4.83,0.4444444444444444,0.039344262295081964,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
1762,2018-07-24,0.5,23.0,22.5,23.37,21.55,22.16,35.47,27.65,27.65,27.65,38.08,2,54.47931370367387,54.90787142126094,-0.4499999999999993,1.5999999999999979,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-0.014470082127493195,-0.003952569169960503,0.019417475728155307,0.02075949367088604,-0.5300751879699248,-0.5695221696082652,-0.33993399339933994,-0.30875576036866353,2.0720720720720953,4,0.83,0.30120481927710846,0.01984126984126984,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1.0
